Cell Line;Collection Date;Created By Name;Experiment #;Freezerworks ID;Globally Unique Sample ID;Lab Member;Notes;Number of Aliquots Total;Number of Aliquots with Positions;Passage Number;Result;Sample Creation Date;Sample Creation Time;Sample Modification Date;Sample Modification Time;Sample Modified By;Sample Type;Source;Subject ID;Total Current Amount;Aliquot Modification Date;Aliquot Modification Time;Aliquot Modified By;Aliquot Notes;Aliquot Number;Aliquot Type;Aliquot/SubA Passage#;Aliquots Creation Date;Current Amount;Disposition;Freezer Alias;Freezer Name;Freezer Section;Globally Unique Aliquot ID;Initial Amount;Lab Member (sub-aliquots);Parent Aliquot ID;Position 1;Position 2;Position 3;Position 4;Position 5;Thaws;Unique Aliquot ID;Transaction Activity;Transaction Creation Date;Transaction Date;Transaction Notes;Transaction Time;Transaction User Name;Sample Notes
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;5/31/2018;11:16:41;;Checked out by RF on 11/15/17;1;Cells;p77;3/28/2017;;Checked Out;;;;SQZ100071A;;MJS;0;;;;;;0;100071;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;5/31/2018;11:17:11;;Checkout out by RF on 2/4/18;2;Cells;p77;3/28/2017;;Used;;;;SQZ100072A;;RF;0;;;;;;0;100072;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;5/31/2018;11:17:47;;Thawed by RF on 2/6/18;3;Cells;p77;3/28/2017;;Checked Out;;;;SQZ100073A;;RF;0;;;;;;0;100073;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;3/5/2019;12:17:04;;Checked out by EKB on 01/17/19;4;Cells;p77;3/28/2017;;Used;;;;SQZ100074A;;EKB;0;;;;;;0;100074;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;3/18/2019;07:27:20;;Thawed by DMR on 2-26-19.;5;Cells;p77;3/28/2017;;Used;;;;SQZ100075A;;DMR;0;;;;;;0;100075;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;4/9/2019;16:12:35;;Thawed by EKB on 03/06/19;6;Cells;p77;3/28/2017;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100076A;;EKB;0;4;F;9;6;;0;100076;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;4/9/2019;15:52:15;;Thawed by EKB on 03/08/19;7;Cells;p77;3/28/2017;;Used;;;;SQZ100077A;;EKB;0;;;;;;0;100077;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
SUM44PE;2/16/2017;admin;;100012;ZZZ100045;Matt Sikora;;23;16;p77;;2/17/2017;14:35:49;;;;;UPMC/MJS;;0;1/17/2019;16:36:45;;Thawed by DMR on 9-24-18.;8;Cells;p77;3/28/2017;;Used;;;;SQZ100078A;;DMR;0;;;;;;0;100078;;;;;;;Originally obtained from Rae Laboratory at U.Michigan (Rae Lab obtained directly from Ethier Lab).
134:L/E;2/18/2017;admin;MJS_0049;100013;ZZZ100046;Matt Sikora;;5;5;pX52;;2/20/2017;17:21:12;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;1;Cells;pX52;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100079A;;;0;4;G;1;1;;0;100079;;;;;;;Continuous maintenance from pX50 (FWID 100004)
134:L/E;2/18/2017;admin;MJS_0049;100013;ZZZ100046;Matt Sikora;;5;5;pX52;;2/20/2017;17:21:12;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;2;Cells;pX52;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100080A;;;0;4;G;1;2;;0;100080;;;;;;;Continuous maintenance from pX50 (FWID 100004)
134:L/E;2/18/2017;admin;MJS_0049;100013;ZZZ100046;Matt Sikora;;5;5;pX52;;2/20/2017;17:21:12;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;pX52;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100081A;;;0;4;G;1;3;;0;100081;;;;;;;Continuous maintenance from pX50 (FWID 100004)
134:L/E;2/18/2017;admin;MJS_0049;100013;ZZZ100046;Matt Sikora;;5;5;pX52;;2/20/2017;17:21:12;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;4;Cells;pX52;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100082A;;;0;4;G;1;4;;0;100082;;;;;;;Continuous maintenance from pX50 (FWID 100004)
134:L/E;2/18/2017;admin;MJS_0049;100013;ZZZ100046;Matt Sikora;;5;5;pX52;;2/20/2017;17:21:12;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;5;Cells;pX52;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100083A;;;0;4;G;1;5;;0;100083;;;;;;;Continuous maintenance from pX50 (FWID 100004)
134:L/B;2/21/2017;admin;MJS_0049;100014;ZZZ100047;Matt Sikora;;5;4;pX49;;2/22/2017;11:44:45;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;1;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100084A;;;0;4;G;1;6;;0;100084;;;;;;;Continuous maintenance from pX47 (FWID 100003)
134:L/B;2/21/2017;admin;MJS_0049;100014;ZZZ100047;Matt Sikora;;5;4;pX49;;2/22/2017;11:44:45;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;2;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100085A;;;0;4;G;1;7;;0;100085;;;;;;;Continuous maintenance from pX47 (FWID 100003)
134:L/B;2/21/2017;admin;MJS_0049;100014;ZZZ100047;Matt Sikora;;5;4;pX49;;2/22/2017;11:44:45;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;3;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100086A;;;0;4;G;1;8;;0;100086;;;;;;;Continuous maintenance from pX47 (FWID 100003)
134:L/B;2/21/2017;admin;MJS_0049;100014;ZZZ100047;Matt Sikora;;5;4;pX49;;2/22/2017;11:44:45;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;4;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100087A;;;0;4;G;1;9;;0;100087;;;;;;;Continuous maintenance from pX47 (FWID 100003)
134:L/B;2/21/2017;admin;MJS_0049;100014;ZZZ100047;Matt Sikora;;5;4;pX49;;2/22/2017;11:44:45;;;;;UM/LCCC;;0;4/30/2019;10:19:33;;Shipped to Beth Knapick/Jennifer Xavier on 4/30/19 by DMR.;5;Cells;pX49;3/28/2017;;Used;;;;SQZ100088A;;DMR;0;;;;;;0;100088;;;;;;;Continuous maintenance from pX47 (FWID 100003)
44:L/A;2/21/2017;admin;MJS_0049;100015;ZZZ100048;Matt Sikora;;5;4;pX57;;2/22/2017;11:45:23;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;1;Cells;pX57;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100089A;;;0;4;G;2;2;;0;100089;;;;;;;Continuous maintenance from pX55 (FWID 100005)
44:L/A;2/21/2017;admin;MJS_0049;100015;ZZZ100048;Matt Sikora;;5;4;pX57;;2/22/2017;11:45:23;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;2;Cells;pX57;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100090A;;;0;4;G;2;3;;0;100090;;;;;;;Continuous maintenance from pX55 (FWID 100005)
44:L/A;2/21/2017;admin;MJS_0049;100015;ZZZ100048;Matt Sikora;;5;4;pX57;;2/22/2017;11:45:23;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;pX57;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100091A;;;0;4;G;2;4;;0;100091;;;;;;;Continuous maintenance from pX55 (FWID 100005)
44:L/A;2/21/2017;admin;MJS_0049;100015;ZZZ100048;Matt Sikora;;5;4;pX57;;2/22/2017;11:45:23;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;4;Cells;pX57;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100092A;;;0;4;G;2;5;;0;100092;;;;;;;Continuous maintenance from pX55 (FWID 100005)
44:L/A;2/21/2017;admin;MJS_0049;100015;ZZZ100048;Matt Sikora;;5;4;pX57;;2/22/2017;11:45:23;;;;;UPMC/MJS;;0;5/31/2018;11:18:24;;;5;Cells;pX57;3/28/2017;;Checked Out;;;;SQZ100093A;;Matt;0;;;;;;0;100093;;;;;;;Continuous maintenance from pX55 (FWID 100005)
44:L/B;2/21/2017;admin;MJS_0049;100016;ZZZ100049;Matt Sikora;;5;5;pX62;;2/22/2017;11:45:57;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;1;Cells;pX62;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100094A;;;0;4;G;2;7;;0;100094;;;;;;;Continuous maintenance from pX60 (FWID 100006)
44:L/B;2/21/2017;admin;MJS_0049;100016;ZZZ100049;Matt Sikora;;5;5;pX62;;2/22/2017;11:45:57;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;2;Cells;pX62;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100095A;;;0;4;G;2;8;;0;100095;;;;;;;Continuous maintenance from pX60 (FWID 100006)
44:L/B;2/21/2017;admin;MJS_0049;100016;ZZZ100049;Matt Sikora;;5;5;pX62;;2/22/2017;11:45:57;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;pX62;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100096A;;;0;4;G;2;9;;0;100096;;;;;;;Continuous maintenance from pX60 (FWID 100006)
44:L/B;2/21/2017;admin;MJS_0049;100016;ZZZ100049;Matt Sikora;;5;5;pX62;;2/22/2017;11:45:57;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;4;Cells;pX62;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100097A;;;0;4;G;3;1;;0;100097;;;;;;;Continuous maintenance from pX60 (FWID 100006)
44:L/B;2/21/2017;admin;MJS_0049;100016;ZZZ100049;Matt Sikora;;5;5;pX62;;2/22/2017;11:45:57;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;5;Cells;pX62;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100098A;;;0;4;G;3;2;;0;100098;;;;;;;Continuous maintenance from pX60 (FWID 100006)
SUM44PE;2/22/2017;admin;;100017;ZZZ100050;Matt Sikora;;7;6;p84;;3/1/2017;15:19:38;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;1;Cells;p84;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100099A;;;0;4;G;3;3;;0;100099;;;;;;;Same parentage as FWID 100012 (separate freezeback during culture in SO lab)
SUM44PE;2/22/2017;admin;;100017;ZZZ100050;Matt Sikora;;7;6;p84;;3/1/2017;15:19:38;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;2;Cells;p84;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100100A;;;0;4;G;3;4;;0;100100;;;;;;;Same parentage as FWID 100012 (separate freezeback during culture in SO lab)
SUM44PE;2/22/2017;admin;;100017;ZZZ100050;Matt Sikora;;7;6;p84;;3/1/2017;15:19:38;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;p84;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100101A;;;0;4;G;3;5;;0;100101;;;;;;;Same parentage as FWID 100012 (separate freezeback during culture in SO lab)
SUM44PE;2/22/2017;admin;;100017;ZZZ100050;Matt Sikora;;7;6;p84;;3/1/2017;15:19:38;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;4;Cells;p84;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100102A;;;0;4;G;3;6;;0;100102;;;;;;;Same parentage as FWID 100012 (separate freezeback during culture in SO lab)
SUM44PE;2/22/2017;admin;;100017;ZZZ100050;Matt Sikora;;7;6;p84;;3/1/2017;15:19:38;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;5;Cells;p84;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100103A;;;0;4;G;3;7;;0;100103;;;;;;;Same parentage as FWID 100012 (separate freezeback during culture in SO lab)
SUM44PE;2/22/2017;admin;;100017;ZZZ100050;Matt Sikora;;7;6;p84;;3/1/2017;15:19:38;;;;;UPMC/MJS;;0;9/4/2019;12:12:06;;Thawed by EKB on 09.04.19;6;Cells;p84;3/28/2017;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100104A;;EKB;0;4;G;3;8;;0;100104;;;;;;;Same parentage as FWID 100012 (separate freezeback during culture in SO lab)
SUM44PE;2/22/2017;admin;;100017;ZZZ100050;Matt Sikora;;7;6;p84;;3/1/2017;15:19:38;;;;;UPMC/MJS;;0;11/30/2017;00:00:00;;;7;Cells;p84;3/28/2017;;Used;;;;SQZ100105A;;Matt;0;;;;;;0;100105;;;;;;;Same parentage as FWID 100012 (separate freezeback during culture in SO lab)
134:L/A;2/22/2017;admin;MJS_0049;100018;ZZZ100051;Matt Sikora;;5;4;pX47;;3/1/2017;15:20:08;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;1;Cells;pX47;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100106A;;;0;4;G;4;1;;0;100106;;;;;;;Continuous maintenance of pX45 (FWID 100009)
134:L/A;2/22/2017;admin;MJS_0049;100018;ZZZ100051;Matt Sikora;;5;4;pX47;;3/1/2017;15:20:08;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;2;Cells;pX47;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100107A;;;0;4;G;4;2;;0;100107;;;;;;;Continuous maintenance of pX45 (FWID 100009)
134:L/A;2/22/2017;admin;MJS_0049;100018;ZZZ100051;Matt Sikora;;5;4;pX47;;3/1/2017;15:20:08;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;pX47;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100108A;;;0;4;G;4;3;;0;100108;;;;;;;Continuous maintenance of pX45 (FWID 100009)
134:L/A;2/22/2017;admin;MJS_0049;100018;ZZZ100051;Matt Sikora;;5;4;pX47;;3/1/2017;15:20:08;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;4;Cells;pX47;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100109A;;;0;4;G;4;4;;0;100109;;;;;;;Continuous maintenance of pX45 (FWID 100009)
134:L/A;2/22/2017;admin;MJS_0049;100018;ZZZ100051;Matt Sikora;;5;4;pX47;;3/1/2017;15:20:08;;;;;UPMC/MJS;;0;4/30/2019;10:18:02;;Shipped to Beth Knapick/Jennifer Xavier on 4/30/19 by DMR.;5;Cells;pX47;3/28/2017;;Used;;;;SQZ100110A;;DMR;0;;;;;;0;100110;;;;;;;Continuous maintenance of pX45 (FWID 100009)
134:L/D;3/1/2017;admin;MJS_0049;100019;ZZZ100052;Matt Sikora;;5;4;pX49;;3/2/2017;12:45:50;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;1;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100111A;;;0;4;G;4;6;;0;100111;;;;;;;Continuous maintenance from pX47 (FWID 100010)
134:L/D;3/1/2017;admin;MJS_0049;100019;ZZZ100052;Matt Sikora;;5;4;pX49;;3/2/2017;12:45:50;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;2;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100112A;;;0;4;G;4;7;;0;100112;;;;;;;Continuous maintenance from pX47 (FWID 100010)
134:L/D;3/1/2017;admin;MJS_0049;100019;ZZZ100052;Matt Sikora;;5;4;pX49;;3/2/2017;12:45:50;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100113A;;;0;4;G;4;8;;0;100113;;;;;;;Continuous maintenance from pX47 (FWID 100010)
134:L/D;3/1/2017;admin;MJS_0049;100019;ZZZ100052;Matt Sikora;;5;4;pX49;;3/2/2017;12:45:50;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;4;Cells;pX49;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100114A;;;0;4;G;4;9;;0;100114;;;;;;;Continuous maintenance from pX47 (FWID 100010)
134:L/D;3/1/2017;admin;MJS_0049;100019;ZZZ100052;Matt Sikora;;5;4;pX49;;3/2/2017;12:45:50;;;;;UPMC/MJS;;0;4/30/2019;10:20:48;;Shipped to Beth Knapick/Jennifer Xavier on 4/30/19 by DMR.;5;Cells;pX49;3/28/2017;;Used;;;;SQZ100115A;;DMR;0;;;;;;0;100115;;;;;;;Continuous maintenance from pX47 (FWID 100010)
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;1;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100116A;;;0;4;G;5;2;;0;100116;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;2;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100117A;;;0;4;G;5;3;;0;100117;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;3;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100118A;;;0;4;G;5;4;;0;100118;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;4;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100119A;;;0;4;G;5;5;;0;100119;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;5;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100120A;;;0;4;G;5;6;;0;100120;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;6;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100121A;;;0;4;G;5;7;;0;100121;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;7;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100122A;;;0;4;G;5;8;;0;100122;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;8;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100123A;;;0;4;G;5;9;;0;100123;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
MCF-7;3/3/2017;admin;;100020;ZZZ100053;Matt Sikora;;9;9;p148;;3/10/2017;15:52:25;;;;;UM/LCCC;;0;00/00/00;00:00:00;;;9;Cells;p148;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100124A;;;0;4;G;6;1;;0;100124;;;;;;;From J. Larios (Rae Lab) 2014 freezeback. Potential viability issues.
SUM44PE;3/6/2017;admin;;100021;ZZZ100054;Matt Sikora;;6;5;p86;;3/10/2017;15:53:09;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;1;Cells;p86;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100125A;;;0;4;G;6;2;;0;100125;;;;;;;Continuous maintenance from p84 (FWID 100017)
SUM44PE;3/6/2017;admin;;100021;ZZZ100054;Matt Sikora;;6;5;p86;;3/10/2017;15:53:09;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;2;Cells;p86;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100126A;;;0;4;G;6;3;;0;100126;;;;;;;Continuous maintenance from p84 (FWID 100017)
SUM44PE;3/6/2017;admin;;100021;ZZZ100054;Matt Sikora;;6;5;p86;;3/10/2017;15:53:09;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;3;Cells;p86;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100127A;;;0;4;G;6;4;;0;100127;;;;;;;Continuous maintenance from p84 (FWID 100017)
SUM44PE;3/6/2017;admin;;100021;ZZZ100054;Matt Sikora;;6;5;p86;;3/10/2017;15:53:09;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;4;Cells;p86;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100128A;;;0;4;G;6;5;;0;100128;;;;;;;Continuous maintenance from p84 (FWID 100017)
SUM44PE;3/6/2017;admin;;100021;ZZZ100054;Matt Sikora;;6;5;p86;;3/10/2017;15:53:09;;;;;UPMC/MJS;;0;00/00/00;00:00:00;;;5;Cells;p86;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100129A;;;0;4;G;6;6;;0;100129;;;;;;;Continuous maintenance from p84 (FWID 100017)
SUM44PE;3/6/2017;admin;;100021;ZZZ100054;Matt Sikora;;6;5;p86;;3/10/2017;15:53:09;;;;;UPMC/MJS;;0;11/1/2018;16:10:08;;Checked out by RF on 5/30/18;6;Cells;p86;3/28/2017;;Used;;;;SQZ100130A;;RF;0;;;;;;0;100130;;;;;;;Continuous maintenance from p84 (FWID 100017)
ZR-75-1;3/12/2017;admin;;100022;ZZZ100056;Matt Sikora;;6;6;p17;;3/17/2017;08:33:28;;;;;U. Michigan;;0;00/00/00;00:00:00;;;1;Cells;p17;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100131A;;;0;4;G;6;8;;0;100131;;;;;;;From Rae Lab, Sikora 2009 freezeback
ZR-75-1;3/12/2017;admin;;100022;ZZZ100056;Matt Sikora;;6;6;p17;;3/17/2017;08:33:28;;;;;U. Michigan;;0;00/00/00;00:00:00;;;2;Cells;p17;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100132A;;;0;4;G;6;9;;0;100132;;;;;;;From Rae Lab, Sikora 2009 freezeback
ZR-75-1;3/12/2017;admin;;100022;ZZZ100056;Matt Sikora;;6;6;p17;;3/17/2017;08:33:28;;;;;U. Michigan;;0;00/00/00;00:00:00;;;3;Cells;p17;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100133A;;;0;4;G;7;1;;0;100133;;;;;;;From Rae Lab, Sikora 2009 freezeback
ZR-75-1;3/12/2017;admin;;100022;ZZZ100056;Matt Sikora;;6;6;p17;;3/17/2017;08:33:28;;;;;U. Michigan;;0;00/00/00;00:00:00;;;4;Cells;p17;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100134A;;;0;4;G;7;2;;0;100134;;;;;;;From Rae Lab, Sikora 2009 freezeback
ZR-75-1;3/12/2017;admin;;100022;ZZZ100056;Matt Sikora;;6;6;p17;;3/17/2017;08:33:28;;;;;U. Michigan;;0;00/00/00;00:00:00;;;5;Cells;p17;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100135A;;;0;4;G;7;3;;0;100135;;;;;;;From Rae Lab, Sikora 2009 freezeback
ZR-75-1;3/12/2017;admin;;100022;ZZZ100056;Matt Sikora;;6;6;p17;;3/17/2017;08:33:28;;;;;U. Michigan;;0;00/00/00;00:00:00;;;6;Cells;p17;3/28/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100136A;;;0;4;G;7;4;;0;100136;;;;;;;From Rae Lab, Sikora 2009 freezeback
HT1080;3/12/2017;admin;;100023;ZZZ100057;Matt Sikora;;5;0;p18;;3/24/2017;15:15:38;;;;;UPMC/MJS;;0;12/22/2017;00:00:00;;*HT1080-MJS found to be only 93% fingerprinting match to ATCC line, aliqouts were disposed of and future experiments with HT1080 cell were performed with HT1080 cell line from Virshup/Singapore.;1;Cells;p18;3/28/2017;;Used;;;;SQZ100137A;;DMR;0;;;;;;0;100137;;;;;;;SO Lab banks
HT1080;3/12/2017;admin;;100023;ZZZ100057;Matt Sikora;;5;0;p18;;3/24/2017;15:15:38;;;;;UPMC/MJS;;0;12/22/2017;00:00:00;;*HT1080-MJS found to be only 93% fingerprinting match to ATCC line, aliqouts were disposed of and future experiments with HT1080 cell were performed with HT1080 cell line from Virshup/Singapore.;2;Cells;p18;3/28/2017;;Used;;;;SQZ100138A;;DMR;0;;;;;;0;100138;;;;;;;SO Lab banks
HT1080;3/12/2017;admin;;100023;ZZZ100057;Matt Sikora;;5;0;p18;;3/24/2017;15:15:38;;;;;UPMC/MJS;;0;12/22/2017;00:00:00;;*HT1080-MJS found to be only 93% fingerprinting match to ATCC line, aliqouts were disposed of and future experiments with HT1080 cell were performed with HT1080 cell line from Virshup/Singapore.;3;Cells;p18;3/28/2017;;Used;;;;SQZ100139A;;DMR;0;;;;;;0;100139;;;;;;;SO Lab banks
